Local time,Ask,Bid,AskVolume,BidVolume
28.10.2024 00:09:23.060 GMT-0700,0.6599200000000001,0.6598,1799999.9523,4050000.1907
28.10.2024 00:09:23.163 GMT-0700,0.6599,0.6598100000000001,2700000.0477,1200000.0477
28.10.2024 00:09:23.269 GMT-0700,0.65989,0.65979,1200000.0477,1799999.9523
28.10.2024 00:09:23.674 GMT-0700,0.6599,0.65977,1799999.9523,2700000.0477
28.10.2024 00:09:23.776 GMT-0700,0.6598700000000001,0.65977,1200000.0477,2700000.0477
28.10.2024 00:09:28.025 GMT-0700,0.65988,0.65977,1799999.9523,1200000.0477
28.10.2024 00:09:36.193 GMT-0700,0.6598600000000001,0.65976,1200000.0477,3599999.9046
28.10.2024 00:09:39.114 GMT-0700,0.6598600000000001,0.65978,1200000.0477,1200000.0477
28.10.2024 00:09:39.217 GMT-0700,0.6599,0.65982,1799999.9523,1200000.0477
28.10.2024 00:09:45.015 GMT-0700,0.6599100000000001,0.65983,1799999.9523,1200000.0477
28.10.2024 00:09:49.613 GMT-0700,0.65993,0.65984,1200000.0477,1799999.9523
28.10.2024 00:09:49.716 GMT-0700,0.6599100000000001,0.65983,1200000.0477,1200000.0477
28.10.2024 00:09:50.576 GMT-0700,0.6599100000000001,0.65982,1200000.0477,1799999.9523
28.10.2024 00:09:52.517 GMT-0700,0.65993,0.65982,1799999.9523,1200000.0477
28.10.2024 00:09:52.725 GMT-0700,0.65994,0.65984,1200000.0477,1200000.0477
28.10.2024 00:09:52.832 GMT-0700,0.65993,0.65983,1200000.0477,1799999.9523
28.10.2024 00:09:53.289 GMT-0700,0.65993,0.65985,1799999.9523,1200000.0477
28.10.2024 00:09:53.595 GMT-0700,0.65994,0.65985,1799999.9523,1200000.0477
28.10.2024 00:10:03.141 GMT-0700,0.65995,0.6598600000000001,1799999.9523,1200000.0477
28.10.2024 00:10:05.114 GMT-0700,0.6599700000000001,0.6598700000000001,1200000.0477,1200000.0477
28.10.2024 00:10:05.217 GMT-0700,0.6599700000000001,0.65988,1200000.0477,1799999.9523
28.10.2024 00:10:11.322 GMT-0700,0.6599600000000001,0.6598600000000001,1200000.0477,1799999.9523
28.10.2024 00:10:26.035 GMT-0700,0.6599700000000001,0.65988,1799999.9523,1799999.9523
28.10.2024 00:10:26.138 GMT-0700,0.65998,0.65988,1200000.0477,1200000.0477
28.10.2024 00:10:26.241 GMT-0700,0.6599700000000001,0.65988,1799999.9523,1799999.9523
28.10.2024 00:10:27.559 GMT-0700,0.6599600000000001,0.6598700000000001,1200000.0477,2700000.0477
28.10.2024 00:10:32.001 GMT-0700,0.6599700000000001,0.65988,1799999.9523,1799999.9523
28.10.2024 00:10:38.207 GMT-0700,0.6599600000000001,0.6598700000000001,1200000.0477,2700000.0477
28.10.2024 00:10:39.117 GMT-0700,0.65998,0.6598700000000001,1799999.9523,1200000.0477
28.10.2024 00:10:41.588 GMT-0700,0.6599600000000001,0.6598700000000001,1200000.0477,1799999.9523
28.10.2024 00:10:51.978 GMT-0700,0.65994,0.6598600000000001,1200000.0477,1799999.9523
28.10.2024 00:10:55.660 GMT-0700,0.6599200000000001,0.65985,1200000.0477,1200000.0477
